match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2024-03-22,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,27,2,9.0,5,3,0
6,2024-03-25,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",2.0,0,19,0,9.5,3,1,0
10,2024-03-29,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",1.0,0,7,0,7.0,2,0,0
15,2024-04-02,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",2.0,0,25,0,12.5,3,0,0
19,2024-04-06,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",3.1,0,27,0,8.53,5,1,0
36,2024-04-21,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,35,2,8.75,8,2,0
41,2024-04-25,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,0,12,2,6.0,7,1,0
45,2024-04-28,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",3.0,0,42,0,14.0,2,1,0
52,2024-05-04,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",4.0,0,28,1,7.0,11,0,0
58,2024-05-09,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1.0,0,16,0,16.0,1,0,0
62,2024-05-12,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",4.0,0,19,1,4.75,12,2,0
68,2024-05-18,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",2.0,0,18,1,9.0,2,1,0
71,2024-05-22,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",4.0,0,28,1,7.0,9,0,0
