match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2024-03-22,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,0,6,0,3.0,6,0,0
6,2024-03-25,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",3.0,0,34,0,11.33,4,0,0
10,2024-03-29,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",2.5,0,23,1,8.12,5,0,0
15,2024-04-02,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",2.0,0,23,0,11.5,2,1,0
19,2024-04-06,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2.0,0,34,0,17.0,4,0,0
