match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2024-03-22,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",48,25,4,3,192.0,run out (MS Dhoni),6
6,2024-03-25,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",11,14,1,0,78.57,lbw b SM Curran,6
10,2024-03-29,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",3,3,0,0,100.0,c PD Salt b Harshit Rana,6
15,2024-04-02,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",11,21,0,0,52.38,c D Padikkal b MP Stoinis,6
30,2024-04-15,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru",25,14,5,0,178.57,not out,8
